Age,OVA,POT,Release Clause,Best Position,Club,Value,Attacking,Defending,Goalkeeping
22,80,85,35500000.0,CAM,Bayer 04 Leverkusen,32500000.0,351,88,60
25,80,83,35100000.0,CB,Atlético Madrid,25000000.0,306,241,44
25,80,83,35900000.0,CB,Athletic Club de Bilbao,25000000.0,292,247,52
22,80,87,35200000.0,CB,RB Leipzig,40500000.0,286,242,57
25,80,84,30500000.0,GK,Real Sociedad,23000000.0,87,49,395
27,80,80,22100000.0,RB,Borussia Mönchengladbach,20500000.0,340,223,46
23,80,85,0.0,CM,Arsenal,31500000.0,327,216,63
24,80,86,46000000.0,CAM,Real Sociedad,33000000.0,364,226,57
23,80,86,43100000.0,CAM,Newcastle United,33500000.0,325,69,45
24,80,80,20700000.0,GK,Flamengo,18000000.0,85,47,394
23,80,86,42000000.0,CAM,Liverpool,33500000.0,344,151,54
23,80,87,39000000.0,CM,Inter,42000000.0,326,233,54
25,80,83,36500000.0,CM,Olympique de Marseille,27500000.0,330,231,49
25,80,83,38400000.0,CAM,FC Porto,28000000.0,343,157,57
24,80,85,32000000.0,CB,RB Leipzig,29000000.0,324,250,44
24,80,83,33700000.0,CAM,Napoli,29000000.0,353,106,59
25,80,84,33600000.0,CDM,Manchester United,26500000.0,298,245,52
23,80,85,0.0,CM,RB Leipzig,29500000.0,345,226,58
28,80,80,22100000.0,CDM,Inter,18500000.0,356,232,20
25,80,83,31900000.0,CM,FC Bayern München,27500000.0,368,223,54
26,80,83,25300000.0,GK,Udinese,21000000.0,99,42,397
26,80,83,32000000.0,CAM,Napoli,27500000.0,356,212,50
24,80,84,34600000.0,CDM,Tottenham Hotspur,27500000.0,333,231,50
27,80,81,31100000.0,ST,Borussia Mönchengladbach,24500000.0,394,99,69
25,80,83,36500000.0,RM,AS Monaco,28000000.0,345,153,43
24,80,83,37500000.0,CAM,Aston Villa,29000000.0,340,140,51
28,80,80,27300000.0,CDM,Real Betis,18500000.0,322,224,45
25,80,83,40200000.0,CAM,Real Sociedad,28000000.0,350,75,55
26,80,83,32799999.999999996,ST,Torino,28000000.0,364,110,53
33,80,80,11200000.0,GK,River Plate,7000000.0,103,47,388
29,80,80,29700000.0,RW,Real Madrid,20500000.0,344,170,50
25,80,81,31100000.0,CAM,Sassuolo,25000000.0,376,102,27
28,80,80,26300000.0,RB,Villarreal CF,19000000.0,367,229,54
25,80,83,32600000.0,CB,Stade Rennais FC,25000000.0,259,249,30
26,80,81,30200000.0,CAM,Bayer 04 Leverkusen,24500000.0,333,185,68
26,80,82,31100000.0,CAM,Juventus,26000000.0,360,170,64
27,80,81,0.0,CM,Sporting CP,24000000.0,348,189,45
29,80,81,30500000.0,CB,Athletic Club de Bilbao,19500000.0,273,248,63
22,80,86,36900000.0,CAM,PFC CSKA Moscow,34000000.0,356,146,58
28,80,80,25600000.0,RB,Atlético Madrid,19000000.0,327,235,58
26,80,81,33700000.0,CAM,Paris Saint-Germain,25000000.0,377,147,50
27,80,81,29600000.0,CDM,Arsenal,21500000.0,318,209,46
27,80,81,35900000.0,CM,Levante UD,24000000.0,363,205,42
27,80,81,25700000.0,LB,Borussia Dortmund,22000000.0,313,224,58
30,80,80,24600000.0,CB,Real Madrid,17500000.0,296,242,51
29,80,81,23700000.0,GK,AS Monaco,16000000.0,61,40,396
27,80,82,27500000.0,CB,Eintracht Frankfurt,22500000.0,336,247,60
26,80,81,0.0,RW,Udinese,25000000.0,340,86,64
28,80,80,28500000.0,CAM,Beşiktaş JK,21000000.0,354,109,45
27,80,81,25700000.0,LB,VfL Wolfsburg,22000000.0,345,229,52
29,80,80,23800000.0,CB,Wolverhampton Wanderers,17500000.0,262,239,49
26,80,83,31800000.0,CB,Manchester City,24500000.0,279,246,51
28,80,80,21300000.0,RWB,TSG 1899 Hoffenheim,19000000.0,323,224,55
25,80,85,34600000.0,RB,Arsenal,29000000.0,305,233,61
32,80,80,18900000.0,RB,Getafe CF,14500000.0,353,238,56
27,80,81,29600000.0,CB,Burnley,21000000.0,295,242,50
29,80,80,24000000.0,ST,Beijing Sinobo Guoan FC,21000000.0,384,82,45
30,80,80,25200000.0,CDM,Real Sociedad,17500000.0,330,239,59
28,80,82,25700000.0,GK,Brighton & Hove Albion,18000000.0,103,47,399
29,80,80,23800000.0,CDM,LOSC Lille,18000000.0,346,234,54
29,80,80,0.0,CF,Hebei China Fortune FC,21000000.0,386,112,46
29,80,80,25200000.0,RB,Villarreal CF,18500000.0,361,243,53
31,80,80,27300000.0,RM,Roma,17500000.0,372,161,42
30,80,80,24200000.0,LB,Sevilla FC,18000000.0,335,238,58
28,80,80,32600000.0,ST,Real Sociedad,21500000.0,372,102,68
27,80,80,30400000.0,ST,Southampton,23000000.0,376,73,57
29,80,80,26300000.0,CB,Real Betis,17500000.0,312,240,58
34,80,80,7700000.0,CDM,River Plate,7000000.0,347,236,55
30,80,80,19200000.0,CDM,Lokomotiv Moscow,17500000.0,363,224,50
29,80,80,24000000.0,RB,SL Benfica,18500000.0,346,244,47
27,80,80,24700000.0,RB,Tottenham Hotspur,20500000.0,351,235,57
33,80,80,14400000.0,LW,Shanghai SIPG FC,13000000.0,376,123,46
29,80,80,31500000.0,ST,Sevilla FC,21000000.0,401,132,53
31,80,80,20900000.0,CDM,Manchester United,15000000.0,358,237,57
35,80,80,7000000.0,CB,Jiangsu Suning FC,5500000.0,304,241,53
33,80,80,15300000.0,CAM,Al Hilal,13000000.0,336,80,21
34,80,80,10500000.0,LB,Real Sociedad,7500000.0,338,241,29
33,80,80,16000000.0,GK,Sporting CP,7000000.0,95,52,394
36,80,80,6000000.0,CB,West Bromwich Albion,3800000.0,333,245,61
31,80,80,18700000.0,CB,Milan,14500000.0,301,241,54
31,80,80,27700000.0,ST,Atlético Madrid,18000000.0,375,127,55
33,80,80,13300000.0,CB,Arsenal,10000000.0,343,237,54
30,80,80,26600000.0,CAM,Medipol Başakşehir FK,20500000.0,355,130,57
33,80,80,15200000.0,GK,Manchester United,7000000.0,98,40,397
32,80,80,18100000.0,CDM,Fenerbahçe SK,14000000.0,312,238,52
31,80,80,22100000.0,CAM,Borussia Mönchengladbach,17500000.0,385,170,53
30,80,80,20400000.0,CB,Torino,17500000.0,306,243,41
30,80,80,23000000.0,CM,Fiorentina,20000000.0,384,214,60
33,80,80,15200000.0,GK,Crystal Palace,7000000.0,118,55,398
29,80,80,29400000.0,CDM,Villarreal CF,20500000.0,331,242,51
35,80,80,7700000.0,CB,Borussia Dortmund,5500000.0,360,245,57
31,80,80,22100000.0,LW,Inter,17500000.0,380,117,60
25,80,83,32600000.0,CB,Chelsea,25000000.0,290,238,59
34,80,80,13600000.0,ST,Al Hilal,10500000.0,388,89,56
31,80,80,22100000.0,RB,Valencia CF,15500000.0,374,234,56
36,80,80,7300000.0,CAM,FC Groningen,7000000.0,367,78,65
33,80,80,20000000.0,CM,Athletic Club de Bilbao,13500000.0,391,206,75
28,80,80,28500000.0,RM,Tottenham Hotspur,21000000.0,379,161,57
34,80,80,15200000.0,ST,Galatasaray SK,10500000.0,381,100,43
32,80,80,17100000.0,CM,Guangzhou R&F FC,16500000.0,357,213,71
32,80,80,18100000.0,CB,Leicester City,13500000.0,278,246,67
32,80,80,24200000.0,RW,Roma,16500000.0,357,112,52
34,80,80,10400000.0,GK,PFC CSKA Moscow,3600000.0,83,44,393
33,80,80,13500000.0,LW,Orlando City SC,13000000.0,367,95,40
34,80,80,13000000.0,CDM,Liverpool,9500000.0,374,236,45
38,80,80,10500000.0,CAM,Real Betis,7000000.0,379,127,50
37,80,80,9900000.0,CF,Sampdoria,7000000.0,383,71,26
28,79,79,0.0,GK,No Club,0.0,43,35,386
33,79,79,16800000.0,ST,Shakhtar Donetsk,11000000.0,340,48,46
32,79,79,0.0,CDM,No Club,0.0,321,238,62
24,79,79,0.0,RB,No Club,0.0,316,231,74
32,79,79,0.0,LB,No Club,0.0,314,227,59
25,79,82,30600000.0,CM,Olympique de Marseille,23000000.0,374,214,56
25,79,84,0.0,ST,Tottenham Hotspur,26000000.0,342,102,54
22,79,87,35200000.0,CAM,RB Leipzig,39500000.0,349,144,66
19,79,90,47300000.0,RM,Real Madrid,38000000.0,352,93,42
21,79,86,30400000.0,CB,Borussia Dortmund,33000000.0,251,245,55
24,79,84,25900000.0,GK,Stade de Reims,21500000.0,69,31,389
21,79,86,36800000.0,CB,Sevilla FC,33000000.0,262,241,56
23,79,85,34900000.0,LB,FC Barcelona,26000000.0,349,226,49
24,79,85,32600000.0,RM,OGC Nice,26000000.0,355,220,47
25,79,84,32600000.0,CDM,Getafe CF,23500000.0,337,225,67
22,79,86,35700000.0,LB,Villarreal CF,34000000.0,291,229,49
20,79,88,40000000.0,CAM,Manchester City,38500000.0,329,164,52
24,79,82,34800000.0,CAM,Levante UD,24000000.0,365,191,51
22,79,86,33600000.0,CDM,Sheffield United,33500000.0,308,219,51
23,79,84,30600000.0,CM,Manchester United,24500000.0,355,226,42
23,79,86,33299999.999999996,CAM,Borussia Mönchengladbach,35000000.0,336,195,53
24,79,83,21400000.0,CB,PSV,23500000.0,323,229,54
22,79,85,36800000.0,CAM,Leicester City,28000000.0,328,139,40
22,79,86,36800000.0,CAM,LOSC Lille,35500000.0,314,104,52
20,79,84,30600000.0,CDM,Olympique de Marseille,24000000.0,278,232,45
21,79,86,34700000.0,CDM,West Ham United,33500000.0,251,239,47
23,79,84,37000000.0,CAM,Valencia CF,26500000.0,354,181,51
24,79,82,29800000.0,RB,Real Madrid,22000000.0,324,226,52
23,79,84,33700000.0,CDM,Real Sociedad,24500000.0,326,229,46
20,79,86,41400000.0,ST,Real Sociedad,35000000.0,366,64,40
21,79,87,36100000.0,ST,Napoli,39500000.0,367,93,53
27,79,80,24900000.0,CM,Atalanta,20000000.0,379,183,52
20,79,79,27600000.0,CF,Santos,20000000.0,349,66,48
28,79,79,18100000.0,GK,Internacional,12500000.0,43,47,386
20,79,79,23800000.0,CB,Coritiba,17500000.0,348,243,55
24,79,79,23800000.0,CDM,Fluminense,18000000.0,328,238,55
28,79,79,19800000.0,RB,Palmeiras,16000000.0,320,228,38
20,79,79,22800000.0,LB,Atlético Mineiro,18000000.0,314,228,59
21,79,90,38000000.0,CB,RB Leipzig,37000000.0,264,236,45
24,79,85,35000000.0,CAM,SV Werder Bremen,28000000.0,358,128,48
24,79,84,30200000.0,ST,Eintracht Frankfurt,27000000.0,367,103,53
22,79,83,32600000.0,ST,OGC Nice,26000000.0,362,71,51
26,79,82,34800000.0,ST,CA Osasuna,23000000.0,365,138,47
24,79,84,37000000.0,CAM,Roma,26500000.0,367,216,53
31,79,79,24200000.0,ST,Getafe CF,15000000.0,360,86,48
29,79,79,25000000.0,ST,FC Porto,17500000.0,363,113,56
25,79,82,27700000.0,RWB,Olympique Lyonnais,21500000.0,346,236,54
24,79,83,32600000.0,CAM,West Ham United,25000000.0,355,215,54
24,79,83,31600000.0,RM,AS Monaco,25000000.0,336,205,66
28,79,79,20900000.0,RB,Stade Rennais FC,16000000.0,306,223,56
26,79,82,27700000.0,CB,Manchester United,20500000.0,272,237,55
23,79,85,32600000.0,CB,Olympique de Marseille,25000000.0,251,236,44
25,79,82,33700000.0,CM,Sevilla FC,23000000.0,333,197,59
24,79,85,0.0,RM,LA Galaxy,27500000.0,335,138,50
27,79,80,31500000.0,ST,Real Betis,20500000.0,352,81,71
31,79,79,16200000.0,CDM,Al Nassr,12500000.0,315,226,62
25,79,82,24900000.0,CB,Borussia Mönchengladbach,21500000.0,339,228,54
25,79,81,0.0,CDM,Napoli,20000000.0,277,232,61
23,79,85,36800000.0,ST,Everton,28000000.0,374,92,50
24,79,84,37000000.0,ST,Sevilla FC,27000000.0,389,90,56
25,79,83,28600000.0,CB,Olympique Lyonnais,22000000.0,283,238,62
28,79,79,23100000.0,RB,Real Sociedad,16000000.0,280,237,58
26,79,80,26600000.0,ST,Milan,21000000.0,378,103,67
24,79,82,30100000.0,CDM,SL Benfica,21500000.0,308,231,54
25,79,82,27200000.0,CDM,SC Freiburg,21000000.0,313,232,42
25,79,82,27700000.0,LWB,Chelsea,21500000.0,317,230,52
24,79,84,30600000.0,CM,Tottenham Hotspur,24500000.0,304,216,56
24,79,85,36800000.0,RM,Wolverhampton Wanderers,27500000.0,309,110,52
27,79,80,30100000.0,ST,SC Braga,20500000.0,379,114,59
32,79,79,21000000.0,ST,Levante UD,14000000.0,375,162,64
30,79,79,24200000.0,CDM,Athletic Club de Bilbao,17000000.0,306,247,51
28,79,81,22200000.0,CB,Torino,17500000.0,231,248,51
26,79,79,25700000.0,RW,Leicester City,19000000.0,378,162,57
32,79,79,11200000.0,RM,River Plate,12000000.0,355,215,54
30,79,79,22800000.0,ST,Olympique de Marseille,17000000.0,359,95,55
26,79,84,0.0,CDM,No Club,0.0,250,240,71
24,79,84,30200000.0,CAM,Atalanta,26500000.0,348,79,52
29,79,79,14700000.0,LB,Boca Juniors,15500000.0,316,219,51
29,79,79,21300000.0,ST,Al Nassr,17500000.0,377,75,54
24,79,84,29600000.0,CB,Chelsea,24000000.0,268,246,44
25,79,80,31100000.0,CAM,SC Braga,21000000.0,363,111,47
24,79,84,26600000.0,CB,Bayer 04 Leverkusen,24000000.0,231,243,49
27,79,81,22800000.0,GK,Olympiacos CFP,16000000.0,94,48,378
26,79,80,19200000.0,LB,PSV,19000000.0,336,218,57
26,79,80,28600000.0,CM,Everton,20500000.0,350,206,49
25,79,83,21300000.0,GK,Atalanta,19000000.0,101,51,385
24,79,83,0.0,RM,Borussia Mönchengladbach,25000000.0,347,211,48
23,79,85,31500000.0,CM,Juventus,27500000.0,336,223,55
26,79,79,28400000.0,LM,CA Osasuna,19000000.0,351,110,60
28,79,81,21700000.0,GK,Chelsea,15000000.0,54,34,390
29,79,79,21300000.0,CF,Atalanta,17500000.0,358,72,48
28,79,79,18800000.0,CAM,Toronto FC,17500000.0,344,139,50
28,79,80,20900000.0,CDM,Beijing Sinobo Guoan FC,17000000.0,314,226,52
32,79,79,16000000.0,CB,SL Benfica,11500000.0,315,240,48
26,79,83,26100000.0,GK,Granada CF,19000000.0,92,54,391
25,79,83,27900000.0,CB,Manchester City,22000000.0,316,245,50
27,79,80,23100000.0,CDM,FC Schalke 04,18000000.0,295,220,43
28,79,79,22100000.0,ST,TSG 1899 Hoffenheim,18000000.0,360,86,61
28,79,79,21300000.0,CAM,RB Leipzig,17500000.0,346,75,55
26,79,79,23000000.0,CAM,Milan,19000000.0,359,174,50
27,79,82,22800000.0,GK,SC Braga,17000000.0,81,51,389
26,79,80,29600000.0,LM,Newcastle United,20500000.0,319,140,61
26,79,82,29800000.0,CM,Paris Saint-Germain,23000000.0,347,232,48
26,79,80,24000000.0,CM,VfL Wolfsburg,18500000.0,369,217,51
30,79,79,22100000.0,CDM,Shakhtar Donetsk,14500000.0,326,235,60
29,79,79,20900000.0,CDM,Crystal Palace,15000000.0,330,226,56
25,79,83,31600000.0,CM,Southampton,24500000.0,352,197,64
27,79,81,23100000.0,CB,RB Leipzig,18500000.0,261,241,58
29,79,79,17900000.0,LB,Napoli,15500000.0,293,221,49
28,79,79,22000000.0,RB,RC Strasbourg Alsace,16000000.0,328,222,48
29,79,79,21300000.0,RM,Al Hilal,17000000.0,368,93,57
30,79,79,19000000.0,CB,Olympique de Marseille,14500000.0,255,241,53
28,79,81,19500000.0,GK,Hertha BSC,15000000.0,70,42,384
26,79,80,30100000.0,CM,SL Benfica,20500000.0,356,226,64
33,79,79,15800000.0,RM,SD Eibar,11000000.0,363,132,64
30,79,79,19200000.0,ST,Guangzhou Evergrande Taobao FC,17000000.0,370,123,47
25,79,80,26600000.0,CAM,Milan,21000000.0,334,113,66
30,79,79,25200000.0,RW,Athletic Club de Bilbao,17000000.0,361,189,53
29,79,79,17900000.0,LB,Napoli,15500000.0,334,235,48
27,79,80,27000000.0,CAM,Paris Saint-Germain,20000000.0,361,206,52
27,79,81,29400000.0,CM,Roma,19000000.0,367,223,47
28,79,80,27200000.0,CB,Real Betis,16500000.0,326,239,64
29,79,80,15800000.0,GK,AZ Alkmaar,13500000.0,92,37,380
30,79,79,24600000.0,LM,Atlético Madrid,17000000.0,368,112,65
28,79,81,22800000.0,GK,RC Strasbourg Alsace,15000000.0,103,43,392
31,79,79,16500000.0,LM,Seattle Sounders FC,14500000.0,350,142,61
31,79,79,24200000.0,ST,Deportivo Alavés,15000000.0,381,75,50
28,79,79,18200000.0,RB,Juventus,16000000.0,360,237,53
28,79,79,22100000.0,CF,Cagliari,18000000.0,367,102,60
27,79,80,30500000.0,CM,Valencia CF,20000000.0,352,236,53
26,79,80,27900000.0,CAM,Liverpool,20500000.0,327,208,49
28,79,79,26000000.0,ST,Montpellier HSC,18000000.0,378,84,53
28,79,80,27200000.0,CDM,Sevilla FC,17000000.0,356,222,53
32,79,79,16800000.0,LB,Villarreal CF,12000000.0,325,236,61
27,79,81,25700000.0,CDM,Wolverhampton Wanderers,18500000.0,327,235,53
34,79,79,13700000.0,RM,Real Valladolid CF,8000000.0,365,105,65
29,79,79,17900000.0,CB,FC Schalke 04,14500000.0,281,237,60
30,79,79,21300000.0,CDM,Paris Saint-Germain,17000000.0,350,240,53
27,79,79,20200000.0,LW,Shanghai Greenland Shenhua FC,18500000.0,377,131,21
30,79,79,21000000.0,LB,SD Eibar,15000000.0,325,233,64
30,79,79,21000000.0,CB,Roma,14500000.0,302,242,71
30,79,79,19000000.0,CB,Burnley,14500000.0,265,239,58
32,79,79,16800000.0,CDM,Villarreal CF,11500000.0,356,228,54
32,79,79,17000000.0,ST,Sassuolo,14000000.0,355,75,53
30,79,79,18600000.0,CAM,Jiangsu Suning FC,17000000.0,351,102,52
31,79,79,18100000.0,CDM,Stade Rennais FC,12500000.0,322,228,68
31,79,79,0.0,ST,No Club,0.0,380,63,57
31,79,79,12800000.0,GK,Hamburger SV,9500000.0,88,48,381
33,79,79,12800000.0,ST,Girona FC,11000000.0,390,136,63
30,79,79,22800000.0,RM,Galatasaray SK,17000000.0,348,93,48
30,79,79,22800000.0,CAM,Everton,17000000.0,376,179,58
31,79,79,20900000.0,LM,Fenerbahçe SK,14500000.0,343,111,41
35,79,79,6800000.0,CDM,Lazio,4900000.0,369,238,44
30,79,79,21900000.0,CDM,Tottenham Hotspur,17000000.0,340,234,51
33,79,79,12800000.0,RM,Al Nassr,11000000.0,373,155,51
30,79,79,21000000.0,CB,Real Betis,14500000.0,301,231,61
33,79,79,11000000.0,LWB,Sporting CP,9000000.0,360,224,50
34,79,79,7500000.0,CB,Lokomotiv Moscow,5500000.0,299,243,56
31,79,79,17100000.0,RB,Everton,12500000.0,348,240,50
30,79,79,22100000.0,CDM,Olympiacos CFP,14500000.0,316,223,60
33,79,79,15200000.0,ST,Chelsea,11000000.0,392,94,49
29,79,79,20000000.0,LB,Tottenham Hotspur,15500000.0,333,238,55
33,79,79,16800000.0,ST,Getafe CF,11000000.0,366,85,52
32,79,79,19000000.0,CAM,Manchester United,14000000.0,360,90,46
35,79,79,11600000.0,LM,Olympiacos CFP,7000000.0,360,98,48
33,79,79,8400000.0,CDM,Racing Club,8500000.0,340,218,10
34,79,79,8800000.0,GK,Tigres U.A.N.L.,3000000.0,100,51,387
33,79,79,16800000.0,ST,Valencia CF,11000000.0,373,122,38
25,79,83,25700000.0,RB,VfL Wolfsburg,22500000.0,301,231,50
32,79,79,15200000.0,CB,Arsenal,11500000.0,287,236,36
34,79,79,9800000.0,CAM,Portland Timbers,8000000.0,378,124,60
31,79,79,13600000.0,GK,Napoli,9500000.0,84,36,392
34,79,79,9400000.0,CB,FC Girondins de Bordeaux,5500000.0,279,240,51
37,79,79,2300000.0,GK,Watford,1900000.0,97,51,389
32,79,79,15000000.0,GK,FC Girondins de Bordeaux,8500000.0,87,41,390
36,79,79,4099999.9999999995,CDM,Estudiantes de La Plata,3400000.0,306,238,34
34,79,79,9400000.0,GK,Club América,3000000.0,93,43,383
37,79,79,2200000.0,GK,Lazio,1900000.0,68,66,394
36,79,79,8800000.0,RM,Vitória Guimarães,5500000.0,352,57,56
34,79,79,9200000.0,RB,Olympiacos CFP,6500000.0,291,235,65
33,79,79,12400000.0,ST,Jiangsu Suning FC,11000000.0,370,77,50
20,78,88,27200000.0,CAM,Ajax,31000000.0,316,94,54
32,78,78,0.0,CF,No Club,0.0,344,64,48
27,78,78,17100000.0,RB,West Ham United,13500000.0,340,221,56
20,78,91,53500000.0,CAM,FC Barcelona,34000000.0,345,101,42
32,78,78,0.0,CB,No Club,0.0,294,239,54
22,78,87,32600000.0,CM,Olympique Lyonnais,31500000.0,339,221,55
32,78,78,0.0,RB,No Club,0.0,352,222,38
21,78,88,34500000.0,RB,Real Betis,30000000.0,321,227,56
21,78,88,29500000.0,CB,Bayer 04 Leverkusen,29500000.0,283,235,50
21,78,88,29700000.0,GK,Sporting CP,27500000.0,75,49,375
25,78,83,22800000.0,GK,SK Slavia Praha,16500000.0,77,43,388
22,78,85,21600000.0,CDM,Ajax,27000000.0,325,234,55
20,78,86,32600000.0,LM,Burnley,31000000.0,341,151,60
26,78,81,28300000.0,ST,Real Betis,18500000.0,352,97,54
31,78,78,18000000.0,LM,Trabzonspor,11500000.0,361,114,46
23,78,86,32200000.000000004,CB,Villarreal CF,29000000.0,268,240,59
23,78,86,34100000.0,CAM,FC Porto,31000000.0,331,98,64
23,78,84,29900000.0,CB,Athletic Club de Bilbao,20000000.0,219,237,50
22,78,84,22100000.0,CDM,AZ Alkmaar,21000000.0,356,227,58
21,78,87,30400000.0,ST,Hertha BSC,31500000.0,370,95,52
22,78,84,23800000.0,CAM,RCD Espanyol,22500000.0,333,169,52
21,78,88,29500000.0,CB,RB Leipzig,29500000.0,247,240,49
24,78,84,22400000.0,CAM,Racing Club,22000000.0,354,180,45
24,78,83,24000000.0,CM,Inter,21000000.0,300,209,48
21,78,86,26400000.0,CAM,AZ Alkmaar,31500000.0,328,98,47
21,78,84,0.0,GK,FC Nantes,18500000.0,95,46,382
22,78,84,26800000.0,CAM,Juventus,23000000.0,336,133,37
20,78,78,22800000.0,ST,São Paulo,16000000.0,372,74,56
22,78,84,29400000.0,LM,Leicester City,22500000.0,353,106,46
25,78,82,26100000.0,CB,Granada CF,17500000.0,269,238,59
24,78,84,27600000.0,ST,Bayer 04 Leverkusen,22500000.0,375,93,57
22,78,85,27300000.0,CB,Arsenal,26500000.0,250,238,50
21,78,85,24000000.0,ST,PSV,29000000.0,358,65,49
22,78,85,31500000.0,ST,Chelsea,29000000.0,358,73,53
23,78,85,20800000.0,RB,River Plate,27000000.0,295,217,38
26,78,79,23700000.0,CAM,Newcastle United,16500000.0,337,151,53
22,78,85,30500000.0,CAM,LOSC Lille,28500000.0,349,210,50
20,78,78,20700000.0,LW,Flamengo,16000000.0,349,118,43
28,78,80,20700000.0,CB,Newcastle United,14000000.0,344,234,53
22,78,87,32000000.0,RM,Watford,31500000.0,332,62,49
32,78,78,15300000.0,ST,Palmeiras,11500000.0,357,89,60
20,78,78,20700000.0,CM,Flamengo,15500000.0,332,152,57
24,78,78,20700000.0,RM,Flamengo,16000000.0,317,133,51
28,78,78,20000000.0,LW,São Paulo,14000000.0,328,72,44
20,78,78,19000000.0,RB,Grêmio,14500000.0,352,230,38
24,78,78,18000000.0,CB,Flamengo,14000000.0,261,229,49
20,78,78,19000000.0,CB,Internacional,14000000.0,294,240,54
32,78,78,11700000.0,RB,Flamengo,9500000.0,315,219,55
20,78,78,19000000.0,LB,Internacional,14500000.0,355,226,51
25,78,83,26100000.0,RB,Vitória Guimarães,19000000.0,284,218,54
27,78,79,22700000.0,CM,OGC Nice,16000000.0,348,203,51
23,78,84,27600000.0,ST,Borussia Mönchengladbach,22500000.0,352,106,45
24,78,84,28600000.0,CDM,Sporting CP,20500000.0,289,224,46
26,78,80,21700000.0,LB,Olympique de Marseille,16000000.0,337,226,58
24,78,83,24000000.0,CM,TSG 1899 Hoffenheim,21000000.0,325,208,53
24,78,82,26700000.0,RM,Wolverhampton Wanderers,20000000.0,298,101,58
23,78,86,28400000.0,LB,Arsenal,30000000.0,288,221,62
26,78,79,27300000.0,LM,Dynamo Kyiv,16500000.0,352,121,57
24,78,82,23100000.0,CB,Paris Saint-Germain,18000000.0,302,236,41
23,78,87,23800000.0,GK,Napoli,27000000.0,100,43,382
24,78,83,27700000.0,CAM,LOSC Lille,21000000.0,340,103,61
23,78,84,23100000.0,GK,Angers SCO,18000000.0,91,46,386
26,78,79,22200000.0,ST,Cruz Azul,17000000.0,361,108,53
27,78,79,20700000.0,RB,AS Monaco,15000000.0,311,228,62
25,78,83,24900000.0,ST,Hertha BSC,21000000.0,354,95,54
27,78,78,20900000.0,ST,Olympique Lyonnais,15000000.0,372,59,56
29,78,79,18500000.0,GK,Valencia CF,11000000.0,107,54,387
26,78,79,21300000.0,RM,Atalanta,16500000.0,356,232,54
28,78,78,0.0,LM,CA Osasuna,14000000.0,333,152,62
27,78,79,18900000.0,ST,BSC Young Boys,16500000.0,346,62,50
22,78,84,24700000.0,CDM,Sassuolo,21000000.0,337,231,59
23,78,84,24700000.0,CB,Borussia Mönchengladbach,20000000.0,281,237,55
28,78,78,15800000.0,ST,RCD Espanyol,14500000.0,358,102,57
24,78,83,20700000.0,ST,River Plate,21500000.0,369,125,58
25,78,80,22700000.0,CB,Everton,15500000.0,294,232,51
26,78,83,0.0,CB,Atalanta,18500000.0,264,246,43
32,78,78,13600000.0,RM,Club León,11000000.0,357,125,48
26,78,79,24900000.0,LM,SL Benfica,16500000.0,313,173,50
24,78,83,0.0,CAM,OGC Nice,21000000.0,322,85,56
26,78,82,20100000.0,CB,Spartak Moscow,17500000.0,285,234,59
29,78,78,17000000.0,LWB,SC Braga,12500000.0,310,224,52
25,78,83,24000000.0,CM,Napoli,20500000.0,304,213,60
32,78,78,13000000.0,RB,Sivasspor,9500000.0,290,225,56
28,78,78,0.0,RB,Genoa,12500000.0,352,231,45
30,78,78,0.0,CDM,Elche CF,12000000.0,301,218,65
24,78,83,24700000.0,CB,Everton,19500000.0,311,230,56
31,78,78,10500000.0,CB,Boca Juniors,9500000.0,294,232,42
26,78,80,24700000.0,CM,Stade Rennais FC,17500000.0,361,195,62
